const_parse	dep_parse	ner	question	questionid	storyid
"(ROOT
  (S
    (NP (NNP Does) (NNP Stacy))
    (ADVP (RB still))
    (VP (VBP want)
      (NP (CD five) (NNS kids)))
    (. ?)))"	"Does	NNP	2	compound
Stacy	NNP	4	nsubj
still	RB	4	advmod
want	VBP	0	ROOT
five	CD	6	nummod
kids	NNS	4	dobj
?	.	4	punct
"	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Stacy', 'characterOffsetBegin': 5, 'characterOffsetEnd': 10, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'five', 'characterOffsetBegin': 22, 'characterOffsetEnd': 26, 'ner': 'NUMBER', 'normalizedNER': '5.0'}]"	Does Stacy still want five kids?	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e_Q3	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (NNP Larry))
      (VP (VB work)))
    (. ?)))"	"Where	WRB	4	advmod
did	VBD	4	aux
Larry	NNP	4	nsubj
work	VB	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Larry', 'characterOffsetBegin': 10, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"	Where did Larry work?	04c164f6-da41-48a3-8aa3-eb7b650bb5f0_Q0	04c164f6-da41-48a3-8aa3-eb7b650bb5f0
"(ROOT
  (SQ (VBD Was)
    (NP (NNP Larry))
    (ADJP (JJ fond)
      (PP (IN of)
        (NP (DT this) (NN job))))
    (. ?)))"	"Was	VBD	3	cop
Larry	NNP	3	compound
fond	JJ	0	ROOT
of	IN	6	case
this	DT	6	det
job	NN	3	nmod
?	.	3	punct
"	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Larry', 'characterOffsetBegin': 4, 'characterOffsetEnd': 9, 'ner': 'PERSON'}]"	Was Larry fond of this job?	04c164f6-da41-48a3-8aa3-eb7b650bb5f0_Q1	04c164f6-da41-48a3-8aa3-eb7b650bb5f0
"(ROOT
  (SBARQ
    (WHADJP (WRB How) (JJ old))
    (SQ (VBZ is)
      (NP (NNP Larry)))
    (. ?)))"	"How	WRB	2	advmod
old	JJ	3	dep
is	VBZ	0	ROOT
Larry	NNP	3	nsubj
?	.	3	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Larry', 'characterOffsetBegin': 11, 'characterOffsetEnd': 16, 'ner': 'PERSON'}]"	How old is Larry?	04c164f6-da41-48a3-8aa3-eb7b650bb5f0_Q2	04c164f6-da41-48a3-8aa3-eb7b650bb5f0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBD happened)
        (PP (IN at)
          (NP (DT the) (NN party)))))
    (. ?)))"	"What	WP	2	nsubj
happened	VBD	0	ROOT
at	IN	5	case
the	DT	5	det
party	NN	2	nmod
?	.	2	punct
"	[]	What happened at the party?	04c164f6-da41-48a3-8aa3-eb7b650bb5f0_Q3	04c164f6-da41-48a3-8aa3-eb7b650bb5f0
"(ROOT
  (SBARQ
    (WHADJP (WRB How) (JJ old))
    (SQ (VBD was)
      (NP (NNP Ava)))
    (. ?)))"	"How	WRB	2	advmod
old	JJ	3	dep
was	VBD	0	ROOT
Ava	NNP	3	nsubj
?	.	3	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Ava', 'characterOffsetBegin': 12, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"	How old was Ava?	8ca3cedb-510e-4454-ba08-93eaa605563b_Q0	8ca3cedb-510e-4454-ba08-93eaa605563b
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD taught)
        (S
          (NP (NNP Ava))
          (NP
            (NP (DT the) (NNS basics))
            (PP (IN of)
              (NP (NN swimming)))))))
    (. ?)))"	"Who	WP	2	nsubj
taught	VBD	0	ROOT
Ava	NNP	2	dobj
the	DT	5	det
basics	NNS	3	dobj
of	IN	7	case
swimming	NN	5	nmod
?	.	2	punct
"	[]	Who taught Ava the basics of swimming?	8ca3cedb-510e-4454-ba08-93eaa605563b_Q1	8ca3cedb-510e-4454-ba08-93eaa605563b
"(ROOT
  (SQ (VBD Was)
    (NP (NNP Ava))
    (VP
      (ADJP (JJ able)
        (S
          (VP (TO to)
            (VP (VB paddle)
              (NP (DT all))))))
      (PP (IN by)
        (NP (PRP herself))
        (ADVP (RB afterwards))))
    (. ?)))"	"Was	VBD	3	cop
Ava	NNP	3	nsubj
able	JJ	0	ROOT
to	TO	5	mark
paddle	VB	3	xcomp
all	DT	5	dobj
by	IN	8	case
herself	PRP	5	nmod
afterwards	RB	8	advmod
?	.	3	punct
"	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Ava', 'characterOffsetBegin': 4, 'characterOffsetEnd': 7, 'ner': 'PERSON'}]"	Was Ava able to paddle all by herself afterwards?	8ca3cedb-510e-4454-ba08-93eaa605563b_Q2	8ca3cedb-510e-4454-ba08-93eaa605563b
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ
      (VP (VBD did)
        (SBAR
          (S
            (NP
              (NP (NNP Ava) (POS 's))
              (NN mom))
            (VP (VBD took)
              (S
                (NP (PRP her))
                (VP (TO to)
                  (VP (VB learn)
                    (S
                      (VP (TO to)
                        (VP (VB swim))))))))))))
    (. ?)))"	"Where	WRB	6	advmod
did	VBD	6	aux
Ava	NNP	5	nmod:poss
's	POS	3	case
mom	NN	6	nsubj
took	VBD	0	ROOT
her	PRP	6	dobj
to	TO	9	mark
learn	VB	6	advcl
to	TO	11	mark
swim	VB	9	xcomp
?	.	6	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Ava', 'characterOffsetBegin': 10, 'characterOffsetEnd': 13, 'ner': 'PERSON'}, {'docTokenBegin': 6, 'docTokenEnd': 7, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'her', 'characterOffsetBegin': 25, 'characterOffsetEnd': 28, 'ner': 'PERSON'}]"	Where did Ava's mom took her to learn to swim?	8ca3cedb-510e-4454-ba08-93eaa605563b_Q3	8ca3cedb-510e-4454-ba08-93eaa605563b
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (PP (IN on)
        (NP (DT the) (NN ground))))
    (. ?)))"	"What	WP	5	nsubj
was	VBD	5	cop
on	IN	5	case
the	DT	5	det
ground	NN	0	ROOT
?	.	5	punct
"	[]	What was on the ground?	271616db-90c2-4303-9c2b-64f4061ceb56_Q0	271616db-90c2-4303-9c2b-64f4061ceb56
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (PRP he))
      (VP (VB bring)
        (NP (DT the) (NN wallet))))
    (. ?)))"	"Where	WRB	4	advmod
did	VBD	4	aux
he	PRP	4	nsubj
bring	VB	0	ROOT
the	DT	6	det
wallet	NN	4	dobj
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'he', 'characterOffsetBegin': 10, 'characterOffsetEnd': 12, 'ner': 'PERSON'}]"	Where did he bring the wallet?	271616db-90c2-4303-9c2b-64f4061ceb56_Q1	271616db-90c2-4303-9c2b-64f4061ceb56
"(ROOT
  (SBARQ
    (WHADVP (WRB When))
    (SINV (VBD did)
      (NP (DT the) (NN phone) (NN ring)))
    (. ?)))"	"When	WRB	0	ROOT
did	VBD	1	root
the	DT	5	det
phone	NN	5	compound
ring	NN	2	nsubj
?	.	2	punct
"	[]	When did the phone ring?	271616db-90c2-4303-9c2b-64f4061ceb56_Q2	271616db-90c2-4303-9c2b-64f4061ceb56
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD called)
        (NP (NNP James))))
    (. ?)))"	"Who	WP	2	nsubj
called	VBD	0	ROOT
James	NNP	2	dobj
?	.	2	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'James', 'characterOffsetBegin': 11, 'characterOffsetEnd': 16, 'ner': 'PERSON'}]"	Who called James?	271616db-90c2-4303-9c2b-64f4061ceb56_Q3	271616db-90c2-4303-9c2b-64f4061ceb56
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD jumped)
        (PP (IN on)
          (NP (NNS people)))))
    (. ?)))"	"Who	WP	2	nsubj
jumped	VBD	0	ROOT
on	IN	4	case
people	NNS	2	nmod
?	.	2	punct
"	[]	Who jumped on people?	b93f956f-2256-4c6d-91d2-7675dff455f0_Q0	b93f956f-2256-4c6d-91d2-7675dff455f0
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBD did)
      (NP (NNP Chad))
      (VP (VB hire)))
    (. ?)))"	"Who	WP	4	dobj
did	VBD	4	aux
Chad	NNP	4	nsubj
hire	VB	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Chad', 'characterOffsetBegin': 8, 'characterOffsetEnd': 12, 'ner': 'PERSON'}]"	Who did Chad hire?	b93f956f-2256-4c6d-91d2-7675dff455f0_Q1	b93f956f-2256-4c6d-91d2-7675dff455f0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN trainer))
      (VP (VB teach)
        (NP (DT the) (NN dog))))
    (. ?)))"	"What	WP	5	dep
did	VBD	5	aux
the	DT	4	det
trainer	NN	5	nsubj
teach	VB	0	ROOT
the	DT	7	det
dog	NN	5	dobj
?	.	5	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'trainer', 'characterOffsetBegin': 13, 'characterOffsetEnd': 20, 'ner': 'TITLE'}]"	What did the trainer teach the dog?	b93f956f-2256-4c6d-91d2-7675dff455f0_Q2	b93f956f-2256-4c6d-91d2-7675dff455f0
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD was)
      (NP (NNP Chad))
      (ADJP (NN proud)))
    (. ?)))"	"Why	WRB	4	advmod
was	VBD	4	cop
Chad	NNP	4	compound
proud	NN	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Chad', 'characterOffsetBegin': 8, 'characterOffsetEnd': 12, 'ner': 'COUNTRY'}]"	Why was Chad proud?	b93f956f-2256-4c6d-91d2-7675dff455f0_Q3	b93f956f-2256-4c6d-91d2-7675dff455f0
"(ROOT
  (SBARQ
    (WHADVP (WRB When))
    (SQ (VBD was)
      (NP (NNP Karl))
      (NP (DT a) (JJ good) (NN baseball) (NN player)))
    (. ?)))"	"When	WRB	7	advmod
was	VBD	7	cop
Karl	NNP	7	nsubj
a	DT	7	det
good	JJ	7	amod
baseball	NN	7	compound
player	NN	0	ROOT
?	.	7	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Karl', 'characterOffsetBegin': 9, 'characterOffsetEnd': 13, 'ner': 'PERSON'}, {'docTokenBegin': 5, 'docTokenEnd': 7, 'tokenBegin': 5, 'tokenEnd': 7, 'text': 'baseball player', 'characterOffsetBegin': 21, 'characterOffsetEnd': 36, 'ner': 'TITLE'}]"	When was Karl a good baseball player?	d869c6d9-4a06-4d94-bf97-dc37167a5520_Q0	d869c6d9-4a06-4d94-bf97-dc37167a5520
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Karl))
      (VP (VB join)))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
Karl	NNP	4	nsubj
join	VB	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Karl', 'characterOffsetBegin': 9, 'characterOffsetEnd': 13, 'ner': 'PERSON'}]"	What did Karl join?	d869c6d9-4a06-4d94-bf97-dc37167a5520_Q1	d869c6d9-4a06-4d94-bf97-dc37167a5520
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBZ is)
      (NP (NNP Karl))
      (VP (VB like)))
    (. ?)))"	"What	WP	4	dobj
is	VBZ	1	cop
Karl	NNP	4	nsubj
like	VB	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Karl', 'characterOffsetBegin': 8, 'characterOffsetEnd': 12, 'ner': 'PERSON'}]"	What is Karl like?	d869c6d9-4a06-4d94-bf97-dc37167a5520_Q2	d869c6d9-4a06-4d94-bf97-dc37167a5520
"(ROOT
  (SBARQ
    (WHADVP (WRB How))
    (SQ (VBD did)
      (NP (PRP he))
      (VP (VBD hurt)
        (NP (PRP$ his) (NN knee))))
    (. ?)))"	"How	WRB	4	advmod
did	VBD	4	aux
he	PRP	4	nsubj
hurt	VBD	0	ROOT
his	PRP$	6	nmod:poss
knee	NN	4	dobj
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'he', 'characterOffsetBegin': 8, 'characterOffsetEnd': 10, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'his', 'characterOffsetBegin': 16, 'characterOffsetEnd': 19, 'ner': 'PERSON'}]"	How did he hurt his knee?	d869c6d9-4a06-4d94-bf97-dc37167a5520_Q3	d869c6d9-4a06-4d94-bf97-dc37167a5520
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (NP (NNP Nick))
      (VP (VBG trying)
        (S
          (VP (TO to)
            (VP (VB buy))))))
    (. ?)))"	"What	WP	4	dobj
was	VBD	1	cop
Nick	NNP	4	nsubj
trying	VBG	0	ROOT
to	TO	6	mark
buy	VB	4	xcomp
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Nick', 'characterOffsetBegin': 9, 'characterOffsetEnd': 13, 'ner': 'PERSON'}]"	What was Nick trying to buy?	f7559f25-0358-4f57-b079-dec2199b4ec3_Q0	f7559f25-0358-4f57-b079-dec2199b4ec3
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SINV
      (VP (MD could) (RB n't))
      (NP (NNP Nick) (NN trust)))
    (. ?)))"	"Who	WP	5	nsubj
could	MD	5	aux
n't	RB	5	neg
Nick	NNP	5	compound
trust	NN	0	ROOT
?	.	5	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Nick', 'characterOffsetBegin': 13, 'characterOffsetEnd': 17, 'ner': 'PERSON'}]"	Who couldn't Nick trust?	f7559f25-0358-4f57-b079-dec2199b4ec3_Q1	f7559f25-0358-4f57-b079-dec2199b4ec3
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD did)
      (NP (PRP he))
      (VP (VB decide)
        (S
          (VP (TO to)
            (VP (VB move)
              (PRT (RP out)))))))
    (. ?)))"	"Why	WRB	4	advmod
did	VBD	4	aux
he	PRP	4	nsubj
decide	VB	0	ROOT
to	TO	6	mark
move	VB	4	xcomp
out	RP	6	compound:prt
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'he', 'characterOffsetBegin': 8, 'characterOffsetEnd': 10, 'ner': 'PERSON'}]"	Why did he decide to move out?	f7559f25-0358-4f57-b079-dec2199b4ec3_Q2	f7559f25-0358-4f57-b079-dec2199b4ec3
"(ROOT
  (SBARQ
    (WHADVP (WRB How) (RB quickly))
    (SQ (VBD did)
      (NP (PRP he))
      (VP (VB move)
        (PRT (RP out))))
    (. ?)))"	"How	WRB	2	advmod
quickly	RB	5	advmod
did	VBD	5	aux
he	PRP	5	nsubj
move	VB	0	ROOT
out	RP	5	compound:prt
?	.	5	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'he', 'characterOffsetBegin': 16, 'characterOffsetEnd': 18, 'ner': 'PERSON'}]"	How quickly did he move out?	f7559f25-0358-4f57-b079-dec2199b4ec3_Q3	f7559f25-0358-4f57-b079-dec2199b4ec3
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP jody))
      (VP (VB buy)))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
jody	NNP	4	nsubj
buy	VB	0	ROOT
?	.	4	punct
"	[]	What did jody buy?	1e379d2b-69e8-485e-92ac-4c3daa41e364_Q0	1e379d2b-69e8-485e-92ac-4c3daa41e364
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (NNP Jody))
      (VP (VB buy)
        (NP (DT the) (NN goldfish))))
    (. ?)))"	"Where	WRB	4	advmod
did	VBD	4	aux
Jody	NNP	4	nsubj
buy	VB	0	ROOT
the	DT	6	det
goldfish	NN	4	dobj
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Jody', 'characterOffsetBegin': 10, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"	Where did Jody buy the goldfish?	1e379d2b-69e8-485e-92ac-4c3daa41e364_Q1	1e379d2b-69e8-485e-92ac-4c3daa41e364
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ
      (VP (VBD did)
        (NP (DT the) (NN goldfish) (NN look) (NN fat))))
    (. ?)))"	"Why	WRB	0	ROOT
did	VBD	1	dep
the	DT	6	det
goldfish	NN	6	compound
look	NN	6	compound
fat	NN	2	nsubj
?	.	1	punct
"	[]	Why did the goldfish look fat?	1e379d2b-69e8-485e-92ac-4c3daa41e364_Q2	1e379d2b-69e8-485e-92ac-4c3daa41e364
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBD happened)
        (PP (TO to)
          (NP (DT the) (NN goldfish)))))
    (. ?)))"	"What	WP	2	nsubj
happened	VBD	0	ROOT
to	TO	5	case
the	DT	5	det
goldfish	NN	2	nmod
?	.	2	punct
"	[]	What happened to the goldfish?	1e379d2b-69e8-485e-92ac-4c3daa41e364_Q3	1e379d2b-69e8-485e-92ac-4c3daa41e364
"(ROOT
  (SBARQ
    (WHNP (WDT What))
    (SQ (VBD had)
      (NP (NNP Jane))
      (VP (VBN gotten)))
    (. ?)))"	"What	WDT	4	dobj
had	VBD	4	aux
Jane	NNP	4	nsubj
gotten	VBN	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Jane', 'characterOffsetBegin': 9, 'characterOffsetEnd': 13, 'ner': 'PERSON'}]"	What had Jane gotten?	0dd3e2c3-3ea4-450a-97c4-42a54c426018_Q0	0dd3e2c3-3ea4-450a-97c4-42a54c426018
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (NP (PRP she))
      (ADJP (JJ nervous)
        (PP (IN about))))
    (. ?)))"	"What	WP	4	dobj
was	VBD	1	cop
she	PRP	4	nsubj
nervous	JJ	0	ROOT
about	IN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'she', 'characterOffsetBegin': 9, 'characterOffsetEnd': 12, 'ner': 'PERSON'}]"	What was she nervous about?	0dd3e2c3-3ea4-450a-97c4-42a54c426018_Q1	0dd3e2c3-3ea4-450a-97c4-42a54c426018
"(ROOT
  (SBARQ
    (WHADVP (WRB When))
    (SQ (VBD did)
      (NP (NNP Jane))
      (VP (VB arrive)
        (PP (IN at)
          (NP (NN work)))))
    (. ?)))"	"When	WRB	4	advmod
did	VBD	4	aux
Jane	NNP	4	nsubj
arrive	VB	0	ROOT
at	IN	6	case
work	NN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Jane', 'characterOffsetBegin': 9, 'characterOffsetEnd': 13, 'ner': 'PERSON'}]"	When did Jane arrive at work?	0dd3e2c3-3ea4-450a-97c4-42a54c426018_Q2	0dd3e2c3-3ea4-450a-97c4-42a54c426018
"(ROOT
  (SBARQ
    (WHADVP (WRB How))
    (SQ (VBD was)
      (NP
        (NP (PRP$ her) (JJ first) (NN day))
        (PP (IN at)
          (NP (NN work)))))
    (. ?)))"	"How	WRB	0	ROOT
was	VBD	1	dep
her	PRP$	5	nmod:poss
first	JJ	5	amod
day	NN	2	nsubj
at	IN	7	case
work	NN	5	nmod
?	.	1	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 5, 'tokenBegin': 3, 'tokenEnd': 5, 'text': 'first day', 'characterOffsetBegin': 12, 'characterOffsetEnd': 21, 'ner': 'DATE', 'normalizedNER': 'P1D-#1', 'timex': {'tid': 't1', 'type': 'DATE', 'altValue': 'P1D-#1'}}, {'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'her', 'characterOffsetBegin': 8, 'characterOffsetEnd': 11, 'ner': 'PERSON'}]"	How was her first day at work?	0dd3e2c3-3ea4-450a-97c4-42a54c426018_Q3	0dd3e2c3-3ea4-450a-97c4-42a54c426018
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD was)
      (NP (NNP Jill))
      (VP (VBG going)))
    (. ?)))"	"Where	WRB	4	advmod
was	VBD	4	aux
Jill	NNP	4	nsubj
going	VBG	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Jill', 'characterOffsetBegin': 10, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"	Where was Jill going?	865db3c4-a253-4d35-8766-25fc7e0a8cfb_Q0	865db3c4-a253-4d35-8766-25fc7e0a8cfb
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (PRP she))
      (VP (VB marvel)
        (PP (IN at))))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
she	PRP	4	nsubj
marvel	VB	0	ROOT
at	IN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'she', 'characterOffsetBegin': 9, 'characterOffsetEnd': 12, 'ner': 'PERSON'}]"	What did she marvel at?	865db3c4-a253-4d35-8766-25fc7e0a8cfb_Q1	865db3c4-a253-4d35-8766-25fc7e0a8cfb
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (PRP she))
      (VP (VB come)
        (PP (IN from))))
    (. ?)))"	"Where	WRB	4	advmod
did	VBD	4	aux
she	PRP	4	nsubj
come	VB	0	ROOT
from	IN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'she', 'characterOffsetBegin': 10, 'characterOffsetEnd': 13, 'ner': 'PERSON'}]"	Where did she come from?	865db3c4-a253-4d35-8766-25fc7e0a8cfb_Q2	865db3c4-a253-4d35-8766-25fc7e0a8cfb
"(ROOT
  (SBARQ
    (WHADVP (WRB How))
    (SQ (VBD was)
      (NP (PRP$ her) (NN trip)))
    (. ?)))"	"How	WRB	4	advmod
was	VBD	4	cop
her	PRP$	4	nmod:poss
trip	NN	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'her', 'characterOffsetBegin': 8, 'characterOffsetEnd': 11, 'ner': 'PERSON'}]"	How was her trip?	865db3c4-a253-4d35-8766-25fc7e0a8cfb_Q3	865db3c4-a253-4d35-8766-25fc7e0a8cfb
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBZ is)
      (NP (NNP Chris)))
    (. ?)))"	"What	WP	0	ROOT
is	VBZ	1	cop
Chris	NNP	1	nsubj
?	.	1	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Chris', 'characterOffsetBegin': 8, 'characterOffsetEnd': 13, 'ner': 'PERSON'}]"	What is Chris?	88fba119-ccac-4b82-881f-e609e188bebc_Q0	88fba119-ccac-4b82-881f-e609e188bebc
"(ROOT
  (SQ (VBD Was)
    (NP (DT the) (NN client))
    (ADJP (JJ guilty))
    (. ?)))"	"Was	VBD	4	cop
the	DT	3	det
client	NN	4	nsubj
guilty	JJ	0	ROOT
?	.	4	punct
"	[]	Was the client guilty?	88fba119-ccac-4b82-881f-e609e188bebc_Q1	88fba119-ccac-4b82-881f-e609e188bebc
"(ROOT
  (SQ (VBZ Does)
    (NP (NNP Chris))
    (VP (VB win)
      (NP (DT the) (NN case)))
    (. ?)))"	"Does	VBZ	3	aux
Chris	NNP	3	nsubj
win	VB	0	ROOT
the	DT	5	det
case	NN	3	dobj
?	.	3	punct
"	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Chris', 'characterOffsetBegin': 5, 'characterOffsetEnd': 10, 'ner': 'PERSON'}]"	Does Chris win the case?	88fba119-ccac-4b82-881f-e609e188bebc_Q2	88fba119-ccac-4b82-881f-e609e188bebc
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBZ happens)
        (PP (TO to)
          (NP (DT the) (NN client)))))
    (. ?)))"	"What	WP	2	nsubj
happens	VBZ	0	ROOT
to	TO	5	case
the	DT	5	det
client	NN	2	nmod
?	.	2	punct
"	[]	What happens to the client?	88fba119-ccac-4b82-881f-e609e188bebc_Q3	88fba119-ccac-4b82-881f-e609e188bebc
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Julie))
      (VP (VB order)))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
Julie	NNP	4	nsubj
order	VB	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Julie', 'characterOffsetBegin': 9, 'characterOffsetEnd': 14, 'ner': 'PERSON'}]"	What did Julie order?	1cc75245-93bd-44cc-b076-8d1b249e1ee5_Q0	1cc75245-93bd-44cc-b076-8d1b249e1ee5
