const_parse	dep_parse	ner	question	questionid	storyid
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Beth))
      (VP (VB call)
        (SBAR (IN that)
          (FRAG
            (NP (NNP Santa))))))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
Beth	NNP	4	nsubj
call	VB	0	ROOT
that	IN	6	det
Santa	NNP	4	dobj
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Beth', 'characterOffsetBegin': 9, 'characterOffsetEnd': 13, 'ner': 'PERSON'}, {'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'Santa', 'characterOffsetBegin': 24, 'characterOffsetEnd': 29, 'ner': 'CITY'}]"	What did Beth call that Santa?	8fba56f8-e9f8-45a9-a5b9-8adf1744e1ba_Q3	8fba56f8-e9f8-45a9-a5b9-8adf1744e1ba
"(ROOT
  (SBARQ
    (WHNP (WDT What) (NNS sports))
    (SQ (VBD was)
      (NP (NNP Luke))
      (VP (VBG playing)
        (PP (IN at)
          (NP (NN school)))))
    (. ?)))"	"What	WDT	2	det
sports	NNS	5	dobj
was	VBD	5	aux
Luke	NNP	5	nsubj
playing	VBG	0	ROOT
at	IN	7	case
school	NN	5	nmod
?	.	5	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Luke', 'characterOffsetBegin': 16, 'characterOffsetEnd': 20, 'ner': 'PERSON'}]"	What sports was Luke playing at school?	8fbef343-8806-4bcf-9326-08ca6ebf6cb9_Q0	8fbef343-8806-4bcf-9326-08ca6ebf6cb9
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD made)
        (NP (DT the) (VBG winning) (NN shot))))
    (. ?)))"	"Who	WP	2	nsubj
made	VBD	0	ROOT
the	DT	5	det
winning	VBG	5	amod
shot	NN	2	dobj
?	.	2	punct
"	[]	Who made the winning shot?	8fbef343-8806-4bcf-9326-08ca6ebf6cb9_Q1	8fbef343-8806-4bcf-9326-08ca6ebf6cb9
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD cheered)
        (PP (IN for)
          (NP (DT the) (VBG winning) (NN shot)))))
    (. ?)))"	"Who	WP	2	nsubj
cheered	VBD	0	ROOT
for	IN	6	case
the	DT	6	det
winning	VBG	6	amod
shot	NN	2	nmod
?	.	2	punct
"	[]	Who cheered for the winning shot?	8fbef343-8806-4bcf-9326-08ca6ebf6cb9_Q2	8fbef343-8806-4bcf-9326-08ca6ebf6cb9
"(ROOT
  (SBARQ
    (WHADVP (WRB How))
    (SQ (VBD did)
      (NP (NNP Luke))
      (VP (VB feel)
        (PP (IN after)
          (NP (DT the) (VBG winning) (NN shot)))))
    (. ?)))"	"How	WRB	4	advmod
did	VBD	4	aux
Luke	NNP	4	nsubj
feel	VB	0	ROOT
after	IN	8	case
the	DT	8	det
winning	VBG	8	amod
shot	NN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Luke', 'characterOffsetBegin': 8, 'characterOffsetEnd': 12, 'ner': 'PERSON'}]"	How did Luke feel after the winning shot?	8fbef343-8806-4bcf-9326-08ca6ebf6cb9_Q3	8fbef343-8806-4bcf-9326-08ca6ebf6cb9
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ
      (VP (VBD did)
        (SBAR
          (S
            (NP
              (NP (NNP Heather))
              (CC and)
              (NP (PRP$ her) (NN family)))
            (VP (VBP want)
              (PP (IN for)
                (NP (NN dinner))))))))
    (. ?)))"	"What	WP	7	dobj
did	VBD	7	aux
Heather	NNP	7	nsubj
and	CC	3	cc
her	PRP$	6	nmod:poss
family	NN	3	conj
want	VBP	0	ROOT
for	IN	9	case
dinner	NN	7	nmod
?	.	7	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Heather', 'characterOffsetBegin': 9, 'characterOffsetEnd': 16, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'her', 'characterOffsetBegin': 21, 'characterOffsetEnd': 24, 'ner': 'PERSON'}]"	What did Heather and her family want for dinner?	9a66b66d-034d-495e-a60e-e22c25e0e0fa_Q0	9a66b66d-034d-495e-a60e-e22c25e0e0fa
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD prepared)
        (NP (DT the) (NNS tacos))))
    (. ?)))"	"Who	WP	2	nsubj
prepared	VBD	0	ROOT
the	DT	4	det
tacos	NNS	2	dobj
?	.	2	punct
"	[]	Who prepared the tacos?	9a66b66d-034d-495e-a60e-e22c25e0e0fa_Q1	9a66b66d-034d-495e-a60e-e22c25e0e0fa
"(ROOT
  (SBARQ
    (WHNP
      (WHADJP (WRB How) (JJ many))
      (NNS kids))
    (SQ (VBD did)
      (NP (NNP Stacy))
      (VP (VB want)
        (ADVP (RB originally))))
    (. ?)))"	"How	WRB	2	advmod
many	JJ	3	amod
kids	NNS	6	dobj
did	VBD	6	aux
Stacy	NNP	6	nsubj
want	VB	0	ROOT
originally	RB	6	advmod
?	.	6	punct
"	"[{'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Stacy', 'characterOffsetBegin': 18, 'characterOffsetEnd': 23, 'ner': 'PERSON'}]"	How many kids did Stacy want originally?	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e_Q0	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e
"(ROOT
  (SBARQ
    (WHNP
      (WHADJP (WRB How) (JJ many))
      (NNS kids))
    (SQ (VBD did)
      (NP (NNP Bob)
        (CC and)
        (NNP Stacy))
      (VP (VB have)))
    (. ?)))"	"How	WRB	2	advmod
many	JJ	3	amod
kids	NNS	8	dobj
did	VBD	8	aux
Bob	NNP	8	nsubj
and	CC	5	cc
Stacy	NNP	5	conj
have	VB	0	ROOT
?	.	8	punct
"	"[{'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'Bob', 'characterOffsetBegin': 18, 'characterOffsetEnd': 21, 'ner': 'PERSON'}, {'docTokenBegin': 6, 'docTokenEnd': 7, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'Stacy', 'characterOffsetBegin': 26, 'characterOffsetEnd': 31, 'ner': 'PERSON'}]"	How many kids did Bob and Stacy have?	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e_Q1	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBZ is)
      (NP (NNP Stacy))
      (VP (VBG doing)
        (PP (IN with)
          (NP (DT all)
            (NP (PRP$ her) (NN maternity))
            (CC and)
            (NP (NN baby) (NNS clothes))))))
    (. ?)))"	"What	WP	4	dobj
is	VBZ	1	cop
Stacy	NNP	4	nsubj
doing	VBG	0	ROOT
with	IN	8	case
all	DT	8	cc:preconj
her	PRP$	8	nmod:poss
maternity	NN	4	nmod
and	CC	8	cc
baby	NN	11	compound
clothes	NNS	8	conj
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Stacy', 'characterOffsetBegin': 8, 'characterOffsetEnd': 13, 'ner': 'PERSON'}, {'docTokenBegin': 6, 'docTokenEnd': 7, 'tokenBegin': 6, 'tokenEnd': 7, 'text': 'her', 'characterOffsetBegin': 29, 'characterOffsetEnd': 32, 'ner': 'PERSON'}]"	What is Stacy doing with all her maternity and baby clothes?	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e_Q2	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e
"(ROOT
  (S
    (NP (NNP Does) (NNP Stacy))
    (ADVP (RB still))
    (VP (VBP want)
      (NP (CD five) (NNS kids)))
    (. ?)))"	"Does	NNP	2	compound
Stacy	NNP	4	nsubj
still	RB	4	advmod
want	VBP	0	ROOT
five	CD	6	nummod
kids	NNS	4	dobj
?	.	4	punct
"	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Stacy', 'characterOffsetBegin': 5, 'characterOffsetEnd': 10, 'ner': 'PERSON'}, {'docTokenBegin': 4, 'docTokenEnd': 5, 'tokenBegin': 4, 'tokenEnd': 5, 'text': 'five', 'characterOffsetBegin': 22, 'characterOffsetEnd': 26, 'ner': 'NUMBER', 'normalizedNER': '5.0'}]"	Does Stacy still want five kids?	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e_Q3	a107d361-e8a4-4cb6-8ffb-623a4c49ee1e
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Ken))
      (VP (VB put)
        (PP (IN in)
          (NP (DT the) (NN freezer)))))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
Ken	NNP	4	nsubj
put	VB	0	ROOT
in	IN	7	case
the	DT	7	det
freezer	NN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Ken', 'characterOffsetBegin': 9, 'characterOffsetEnd': 12, 'ner': 'PERSON'}]"	What did Ken put in the freezer?	a111d580-1fb2-4ab1-848a-0856982dfcd5_Q0	a111d580-1fb2-4ab1-848a-0856982dfcd5
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Ken))
      (VP (VB hear)))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
Ken	NNP	4	nsubj
hear	VB	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Ken', 'characterOffsetBegin': 9, 'characterOffsetEnd': 12, 'ner': 'PERSON'}]"	What did Ken hear?	a111d580-1fb2-4ab1-848a-0856982dfcd5_Q1	a111d580-1fb2-4ab1-848a-0856982dfcd5
"(ROOT
  (SBARQ
    (WHNP (WP what))
    (SQ
      (VP (VBD happened)
        (PP (TO to)
          (NP (DT the) (NN bottle)))))
    (. ?)))"	"what	WP	2	nsubj
happened	VBD	0	ROOT
to	TO	5	case
the	DT	5	det
bottle	NN	2	nmod
?	.	2	punct
"	[]	what happened to the bottle?	a111d580-1fb2-4ab1-848a-0856982dfcd5_Q2	a111d580-1fb2-4ab1-848a-0856982dfcd5
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Ken))
      (VP (VB drink)))
    (. ?)))"	"What	WP	4	dobj
did	VBD	4	aux
Ken	NNP	4	nsubj
drink	VB	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Ken', 'characterOffsetBegin': 9, 'characterOffsetEnd': 12, 'ner': 'PERSON'}]"	What did Ken drink?	a111d580-1fb2-4ab1-848a-0856982dfcd5_Q3	a111d580-1fb2-4ab1-848a-0856982dfcd5
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBD was)
      (VP (VBG graduating)
        (PP (IN from)
          (NP (NN college)))))
    (. ?)))"	"Who	WP	3	nsubj
was	VBD	3	aux
graduating	VBG	0	ROOT
from	IN	5	case
college	NN	3	nmod
?	.	3	punct
"	[]	Who was graduating from college?	a8d6e66b-da81-4dc7-a470-67f2ab32b9e6_Q0	a8d6e66b-da81-4dc7-a470-67f2ab32b9e6
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD was)
      (NP (DT the) (NN graduation) (NN ceremony)))
    (. ?)))"	"Where	WRB	2	advmod
was	VBD	0	ROOT
the	DT	5	det
graduation	NN	5	compound
ceremony	NN	2	nsubj
?	.	2	punct
"	[]	Where was the graduation ceremony?	a8d6e66b-da81-4dc7-a470-67f2ab32b9e6_Q1	a8d6e66b-da81-4dc7-a470-67f2ab32b9e6
"(ROOT
  (SQ (VBD Did)
    (NP (NNP Jude))
    (VP (VB get)
      (PP (TO to)
        (NP
          (NP (DT the) (NN graduation) (NN ceremony))
          (PP (IN in)
            (NP (NN time))))))
    (. ?)))"	"Did	VBD	3	aux
Jude	NNP	3	nsubj
get	VB	0	ROOT
to	TO	7	case
the	DT	7	det
graduation	NN	7	compound
ceremony	NN	3	nmod
in	IN	9	case
time	NN	3	nmod
?	.	3	punct
"	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Jude', 'characterOffsetBegin': 4, 'characterOffsetEnd': 8, 'ner': 'PERSON'}]"	Did Jude get to the graduation ceremony in time?	a8d6e66b-da81-4dc7-a470-67f2ab32b9e6_Q2	a8d6e66b-da81-4dc7-a470-67f2ab32b9e6
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Jude))
      (VP (VB decide)
        (S
          (VP (TO to)
            (VP (VB grow)
              (PP (IN in)
                (NP (PRP$ his) (NN backyard))))))))
    (. ?)))"	"What	WP	4	dep
did	VBD	4	aux
Jude	NNP	4	nsubj
decide	VB	0	ROOT
to	TO	6	mark
grow	VB	4	xcomp
in	IN	9	case
his	PRP$	9	nmod:poss
backyard	NN	6	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Jude', 'characterOffsetBegin': 9, 'characterOffsetEnd': 13, 'ner': 'PERSON'}, {'docTokenBegin': 7, 'docTokenEnd': 8, 'tokenBegin': 7, 'tokenEnd': 8, 'text': 'his', 'characterOffsetBegin': 32, 'characterOffsetEnd': 35, 'ner': 'PERSON'}]"	What did Jude decide to grow in his backyard?	a8d6e66b-da81-4dc7-a470-67f2ab32b9e6_Q3	a8d6e66b-da81-4dc7-a470-67f2ab32b9e6
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (NP
        (NP (DT the) (NN name))
        (PP (IN of)
          (NP
            (NP (NNP Anna) (POS 's))
            (NN dog)))))
    (. ?)))"	"What	WP	0	ROOT
was	VBD	1	cop
the	DT	4	det
name	NN	1	nsubj
of	IN	8	case
Anna	NNP	8	nmod:poss
's	POS	6	case
dog	NN	4	nmod
?	.	1	punct
"	"[{'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'Anna', 'characterOffsetBegin': 21, 'characterOffsetEnd': 25, 'ner': 'PERSON'}]"	What was the name of Anna's dog?	aab4ee80-fc00-4d9c-a127-a63b54dfd193_Q0	aab4ee80-fc00-4d9c-a127-a63b54dfd193
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBZ is)
      (NP
        (NP (PRP$ my) (NN dog))
        (SBAR
          (S
            (VP (VBD terrified)
              (PP (IN of)))))))
    (. ?)))"	"What	WP	5	dobj
is	VBZ	1	cop
my	PRP$	4	nmod:poss
dog	NN	5	nsubj
terrified	VBD	0	ROOT
of	IN	5	nmod
?	.	5	punct
"	[]	What is my dog terrified of?	ae7e744e-fd27-46c2-befb-7e8427cb679c_Q0	ae7e744e-fd27-46c2-befb-7e8427cb679c
"(ROOT
  (SBARQ
    (WHADVP (WRB Where))
    (SQ (VBD did)
      (NP (PRP$ my) (NN dog))
      (VP (VB hide)))
    (. ?)))"	"Where	WRB	5	advmod
did	VBD	5	aux
my	PRP$	4	nmod:poss
dog	NN	5	nsubj
hide	VB	0	ROOT
?	.	5	punct
"	[]	Where did my dog hide?	ae7e744e-fd27-46c2-befb-7e8427cb679c_Q1	ae7e744e-fd27-46c2-befb-7e8427cb679c
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD jumped)
        (PP (IN on)
          (NP (NNS people)))))
    (. ?)))"	"Who	WP	2	nsubj
jumped	VBD	0	ROOT
on	IN	4	case
people	NNS	2	nmod
?	.	2	punct
"	[]	Who jumped on people?	b93f956f-2256-4c6d-91d2-7675dff455f0_Q0	b93f956f-2256-4c6d-91d2-7675dff455f0
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBD did)
      (NP (NNP Chad))
      (VP (VB hire)))
    (. ?)))"	"Who	WP	4	dobj
did	VBD	4	aux
Chad	NNP	4	nsubj
hire	VB	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Chad', 'characterOffsetBegin': 8, 'characterOffsetEnd': 12, 'ner': 'PERSON'}]"	Who did Chad hire?	b93f956f-2256-4c6d-91d2-7675dff455f0_Q1	b93f956f-2256-4c6d-91d2-7675dff455f0
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (DT the) (NN trainer))
      (VP (VB teach)
        (NP (DT the) (NN dog))))
    (. ?)))"	"What	WP	5	dep
did	VBD	5	aux
the	DT	4	det
trainer	NN	5	nsubj
teach	VB	0	ROOT
the	DT	7	det
dog	NN	5	dobj
?	.	5	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'trainer', 'characterOffsetBegin': 13, 'characterOffsetEnd': 20, 'ner': 'TITLE'}]"	What did the trainer teach the dog?	b93f956f-2256-4c6d-91d2-7675dff455f0_Q2	b93f956f-2256-4c6d-91d2-7675dff455f0
"(ROOT
  (SBARQ
    (WHADVP (WRB Why))
    (SQ (VBD was)
      (NP (NNP Chad))
      (ADJP (NN proud)))
    (. ?)))"	"Why	WRB	4	advmod
was	VBD	4	cop
Chad	NNP	4	compound
proud	NN	0	ROOT
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Chad', 'characterOffsetBegin': 8, 'characterOffsetEnd': 12, 'ner': 'COUNTRY'}]"	Why was Chad proud?	b93f956f-2256-4c6d-91d2-7675dff455f0_Q3	b93f956f-2256-4c6d-91d2-7675dff455f0
"(ROOT
  (SBARQ
    (WHADVP (WRB How))
    (SQ (VBD did)
      (NP (NNP Jake))
      (VP (VB go)
        (PP (TO to)
          (NP (DT the) (NN store)))))
    (. ?)))"	"How	WRB	4	advmod
did	VBD	4	aux
Jake	NNP	4	nsubj
go	VB	0	ROOT
to	TO	7	case
the	DT	7	det
store	NN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Jake', 'characterOffsetBegin': 8, 'characterOffsetEnd': 12, 'ner': 'PERSON'}]"	How did Jake go to the store?	b94e1810-9869-4af6-bb74-b4a51c46f3d2_Q0	b94e1810-9869-4af6-bb74-b4a51c46f3d2
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBD was)
      (ADJP (VBG working)))
    (. ?)))"	"Who	WP	3	nsubj
was	VBD	3	aux
working	VBG	0	ROOT
?	.	3	punct
"	[]	Who was working?	b94e1810-9869-4af6-bb74-b4a51c46f3d2_Q1	b94e1810-9869-4af6-bb74-b4a51c46f3d2
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ (VBD was)
      (VP (VBG watching)
        (NP (DT a) (NN movie))))
    (. ?)))"	"Who	WP	3	nsubj
was	VBD	3	aux
watching	VBG	0	ROOT
a	DT	5	det
movie	NN	3	dobj
?	.	3	punct
"	[]	Who was watching a movie?	b94e1810-9869-4af6-bb74-b4a51c46f3d2_Q2	b94e1810-9869-4af6-bb74-b4a51c46f3d2
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD did)
      (NP (NNP Jake))
      (VP (VB need)
        (S
          (VP (TO to)
            (VP (VB buy)
              (PP (IN from)
                (NP (DT the) (NN store))))))))
    (. ?)))"	"What	WP	4	dep
did	VBD	4	aux
Jake	NNP	4	nsubj
need	VB	0	ROOT
to	TO	6	mark
buy	VB	4	xcomp
from	IN	9	case
the	DT	9	det
store	NN	6	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Jake', 'characterOffsetBegin': 9, 'characterOffsetEnd': 13, 'ner': 'PERSON'}]"	What did Jake need to buy from the store?	b94e1810-9869-4af6-bb74-b4a51c46f3d2_Q3	b94e1810-9869-4af6-bb74-b4a51c46f3d2
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (NP
        (NP (NNP Justin))
        (SBAR
          (S
            (VP (VBD terrified)
              (PP (IN of)))))))
    (. ?)))"	"What	WP	4	dobj
was	VBD	1	cop
Justin	NNP	4	nsubj
terrified	VBD	0	ROOT
of	IN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Justin', 'characterOffsetBegin': 9, 'characterOffsetEnd': 15, 'ner': 'PERSON'}]"	What was Justin terrified of?	bfa4ef8c-715d-4287-88a5-035611e34e40_Q0	bfa4ef8c-715d-4287-88a5-035611e34e40
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBD had)
        (NP (DT a) (NN dog))))
    (. ?)))"	"Who	WP	2	nsubj
had	VBD	0	ROOT
a	DT	4	det
dog	NN	2	dobj
?	.	2	punct
"	[]	Who had a dog?	bfa4ef8c-715d-4287-88a5-035611e34e40_Q1	bfa4ef8c-715d-4287-88a5-035611e34e40
"(ROOT
  (SBARQ
    (WHADVP (WRB How))
    (SQ (VBD did)
      (NP (NNP Justin))
      (VP (VB get)
        (PP (IN over)
          (NP (PRP$ his) (NN fear)))))
    (. ?)))"	"How	WRB	4	advmod
did	VBD	4	aux
Justin	NNP	4	nsubj
get	VB	0	ROOT
over	IN	7	case
his	PRP$	7	nmod:poss
fear	NN	4	nmod
?	.	4	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Justin', 'characterOffsetBegin': 8, 'characterOffsetEnd': 14, 'ner': 'PERSON'}, {'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'his', 'characterOffsetBegin': 24, 'characterOffsetEnd': 27, 'ner': 'PERSON'}]"	How did Justin get over his fear?	bfa4ef8c-715d-4287-88a5-035611e34e40_Q2	bfa4ef8c-715d-4287-88a5-035611e34e40
"(ROOT
  (SBARQ
    (WHADJP (WRB How) (RB long))
    (SQ (VBD did)
      (NP (PRP it))
      (VP (VB take)
        (S
          (NP (NNP Justin))
          (VP (TO to)
            (VP (VB get)
              (PP (IN over)
                (NP (PRP$ his) (NN fear))))))))
    (. ?)))"	"How	WRB	2	advmod
long	RB	5	advmod
did	VBD	5	aux
it	PRP	5	nsubj
take	VB	0	ROOT
Justin	NNP	5	dobj
to	TO	8	mark
get	VB	5	advcl
over	IN	11	case
his	PRP$	11	nmod:poss
fear	NN	8	nmod
?	.	5	punct
"	"[{'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'Justin', 'characterOffsetBegin': 21, 'characterOffsetEnd': 27, 'ner': 'PERSON'}, {'docTokenBegin': 9, 'docTokenEnd': 10, 'tokenBegin': 9, 'tokenEnd': 10, 'text': 'his', 'characterOffsetBegin': 40, 'characterOffsetEnd': 43, 'ner': 'PERSON'}]"	How long did it take Justin to get over his fear?	bfa4ef8c-715d-4287-88a5-035611e34e40_Q3	bfa4ef8c-715d-4287-88a5-035611e34e40
"(ROOT
  (SBARQ
    (WHNP (WDT What) (NN color))
    (SQ (VBD was)
      (NP
        (NP (NNP Andy) (POS 's))
        (NN costume)))
    (. ?)))"	"What	WDT	2	det
color	NN	3	dobj
was	VBD	0	ROOT
Andy	NNP	6	nmod:poss
's	POS	4	case
costume	NN	3	nsubj
?	.	3	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Andy', 'characterOffsetBegin': 15, 'characterOffsetEnd': 19, 'ner': 'PERSON'}]"	What color was Andy's costume?	c400d38a-54fc-45da-99ed-558fcfc81016_Q0	c400d38a-54fc-45da-99ed-558fcfc81016
"(ROOT
  (SBARQ
    (WHNP (WDT What) (NN color))
    (SQ (VBD did)
      (NP (NNP Andy))
      (VP (VB get)
        (NP
          (NP (PRP$ his) (NN hair))
          (VP (VBN done)))))
    (. ?)))"	"What	WDT	2	det
color	NN	5	dep
did	VBD	5	aux
Andy	NNP	5	nsubj
get	VB	0	ROOT
his	PRP$	7	nmod:poss
hair	NN	8	nsubj
done	VBN	5	dep
?	.	5	punct
"	"[{'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'Andy', 'characterOffsetBegin': 15, 'characterOffsetEnd': 19, 'ner': 'PERSON'}, {'docTokenBegin': 5, 'docTokenEnd': 6, 'tokenBegin': 5, 'tokenEnd': 6, 'text': 'his', 'characterOffsetBegin': 24, 'characterOffsetEnd': 27, 'ner': 'PERSON'}]"	What color did Andy get his hair done?	c400d38a-54fc-45da-99ed-558fcfc81016_Q1	c400d38a-54fc-45da-99ed-558fcfc81016
"(ROOT
  (SBARQ
    (WHNP (WP Who))
    (SQ
      (VP (VBN colored)
        (NP
          (NP (NNP Andy) (POS 's))
          (NN hair))))
    (. ?)))"	"Who	WP	2	nsubj
colored	VBN	0	ROOT
Andy	NNP	5	nmod:poss
's	POS	3	case
hair	NN	2	dobj
?	.	2	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'Andy', 'characterOffsetBegin': 12, 'characterOffsetEnd': 16, 'ner': 'PERSON'}]"	Who colored Andy's hair?	c400d38a-54fc-45da-99ed-558fcfc81016_Q2	c400d38a-54fc-45da-99ed-558fcfc81016
"(ROOT
  (S
    (VP (VBD Did)
      (NP
        (NP (NNP Andy))
        (PP (IN like)
          (NP (PRP$ his) (JJ new) (NN hair) (NN color)))))
    (. ?)))"	"Did	VBD	0	ROOT
Andy	NNP	1	dobj
like	IN	7	case
his	PRP$	7	nmod:poss
new	JJ	7	amod
hair	NN	7	compound
color	NN	1	nmod
?	.	1	punct
"	"[{'docTokenBegin': 1, 'docTokenEnd': 2, 'tokenBegin': 1, 'tokenEnd': 2, 'text': 'Andy', 'characterOffsetBegin': 4, 'characterOffsetEnd': 8, 'ner': 'PERSON'}, {'docTokenBegin': 3, 'docTokenEnd': 4, 'tokenBegin': 3, 'tokenEnd': 4, 'text': 'his', 'characterOffsetBegin': 14, 'characterOffsetEnd': 17, 'ner': 'PERSON'}]"	Did Andy like his new hair color?	c400d38a-54fc-45da-99ed-558fcfc81016_Q3	c400d38a-54fc-45da-99ed-558fcfc81016
"(ROOT
  (SBARQ
    (WHNP (WP What))
    (SQ (VBD was)
      (NP
        (NP (NNP John) (POS 's))
        (NN job)))
    (. ?)))"	"What	WP	0	ROOT
was	VBD	1	cop
John	NNP	5	nmod:poss
's	POS	3	case
job	NN	1	nsubj
?	.	1	punct
"	"[{'docTokenBegin': 2, 'docTokenEnd': 3, 'tokenBegin': 2, 'tokenEnd': 3, 'text': 'John', 'characterOffsetBegin': 9, 'characterOffsetEnd': 13, 'ner': 'PERSON'}]"	What was John's job?	c71bb23b-7731-4233-8298-76ba6886cee1_Q0	c71bb23b-7731-4233-8298-76ba6886cee1
